Count,Zip Code,Latitude,Longitude,Tenure Months,Monthly Charges,Total Charges,Churn Value,Churn Score,CLTV
1,90071,34.052917,-118.255178,47,100.5,4707.1,0,70,4488
1,90077,34.102084,-118.451629,60,89.9,5450.7,0,35,6292
1,90201,33.970343,-118.171368,72,42.1,2962.0,0,29,6091
1,90210,34.099891,-118.414338,18,54.4,957.1,0,33,4948
1,90212,34.062095,-118.401508,3,75.3,244.1,0,35,5387
1,90220,33.88151,-118.234451,47,78.9,3650.35,0,61,3817
1,90221,33.885811,-118.206459,31,79.2,2497.2,0,78,4984
1,90222,33.912246,-118.236773,50,20.15,930.9,0,20,5849
1,90230,33.993991,-118.39704,10,79.85,887.35,0,38,5983
1,90232,34.019323,-118.391902,1,49.05,49.05,0,30,3178
1,90240,33.956228,-118.120993,52,20.4,1090.65,0,26,5482
1,90241,33.940884,-118.128628,64,111.6,7099.0,0,69,4881
1,90242,33.921793,-118.140588,62,24.25,1424.6,0,33,4444
1,90245,33.917145,-118.401554,3,64.5,177.4,0,54,5613
1,90247,33.890853,-118.297967,56,110.5,6139.5,0,21,4463
1,90248,33.876482,-118.284077,46,55.65,2688.85,0,56,2867
1,90249,33.90139,-118.315697,8,54.65,482.25,0,43,5614
1,90250,33.914775,-118.348083,30,74.75,2111.3,0,55,3033
1,90254,33.86532,-118.396336,45,25.9,1216.6,0,78,5741
1,90260,33.88856,-118.351813,11,50.55,565.35,0,28,3443
1,90263,34.037037,-118.705803,42,103.8,4327.5,0,37,4005
1,90265,34.074572,-118.831181,49,20.15,973.35,0,37,5422
1,90266,33.889632,-118.39737,9,99.3,918.75,0,69,3540
1,90270,33.988572,-118.186565,35,62.15,2215.45,0,39,5255
1,90272,34.079449,-118.548306,48,20.65,1057.0,0,25,4124
1,90274,33.788208,-118.404955,46,19.95,927.1,0,80,5480
1,90275,33.753146,-118.367459,29,33.75,1009.25,0,62,3664
1,90277,33.830453,-118.384565,30,82.05,2570.2,0,9,5036
1,90278,33.873395,-118.37019,1,74.7,74.7,0,60,4182
1,90280,33.944624,-118.192615,66,84.0,5714.25,0,24,5825
1,90290,34.115192,-118.61017,65,111.05,7107.0,0,38,5261
1,90291,33.991782,-118.479229,72,100.9,7459.05,0,54,5781
1,90293,33.947305,-118.439841,71,66.85,4748.7,0,26,4117
1,90302,33.975332,-118.355252,52,21.0,1107.2,0,66,4158
1,90304,33.936827,-118.359824,1,20.2,20.2,0,77,2710
1,90305,33.958134,-118.330905,1,19.45,19.45,0,26,5612
1,90401,34.015481,-118.493231,38,95.0,3605.6,0,63,4741
1,90402,34.035849,-118.503508,66,45.55,3027.25,0,28,6238
1,90404,34.026334,-118.474222,5,24.3,100.2,0,61,4015
1,90405,34.005439,-118.477507,72,104.15,7303.05,0,21,4594
1,90501,33.833699,-118.314387,32,30.15,927.65,0,60,3585
1,90502,33.833181,-118.292062,43,94.35,3921.3,0,53,5845
1,90503,33.840399,-118.353714,72,19.4,1363.25,0,23,5234
1,90505,33.807882,-118.347957,52,57.95,3042.25,0,28,6078
1,90601,34.007353,-118.033683,43,91.65,3954.1,0,65,3826
1,90603,33.945318,-117.992066,64,54.6,3423.5,0,35,4850
1,90604,33.929704,-118.01208,3,89.85,248.4,0,22,4648
1,90605,33.960891,-118.032222,36,31.05,1126.35,0,54,4871
1,90620,33.845706,-118.012204,41,20.65,835.15,0,59,5918
1,90621,33.874224,-117.993368,27,85.2,2151.6,0,28,3796
1,90623,33.850504,-118.039892,56,99.8,5515.45,0,43,4606
1,90630,33.818477,-118.038307,6,20.7,112.75,0,47,5346
1,90638,33.902045,-118.008961,7,50.7,350.35,0,59,3097
1,90640,34.015217,-118.109962,4,20.85,62.9,0,76,3172
1,90650,33.905963,-118.08263,33,88.95,3027.65,0,32,5087
1,90670,33.933565,-118.062611,72,23.55,1723.95,0,59,5901
1,90680,33.801869,-117.995068,1,19.75,19.75,0,68,2484
1,90701,33.867593,-118.080637,71,56.45,3985.35,0,68,5372
1,90703,33.8681,-118.067402,13,85.95,1215.65,0,58,5886
1,90706,33.887676,-118.127289,67,50.55,3260.1,0,63,6064
1,90713,33.847755,-118.112532,43,25.7,1188.2,0,79,2017
1,90715,33.841027,-118.078097,23,75.0,1778.5,0,29,2221
1,90716,33.830431,-118.074071,64,20.2,1277.75,0,51,4557
1,90717,33.794209,-118.317354,57,19.6,1170.55,0,40,4393
1,90723,33.897122,-118.164432,72,88.05,6425.65,0,8,6102
1,90732,33.744119,-118.31448,61,101.05,5971.25,0,60,6311
1,90740,33.75462,-118.071128,64,84.3,5289.05,0,53,5044
1,90742,33.719221,-118.073596,71,23.95,1756.2,0,52,4329
1,90743,33.728273,-118.085304,65,99.05,6416.7,0,59,5878
1,90744,33.782068,-118.262263,3,19.6,61.35,0,33,2543
1,90746,33.859171,-118.252272,30,64.5,1929.95,0,30,4320
1,90802,33.752524,-118.210737,15,69.5,1071.4,0,35,3128
1,90803,33.760458,-118.129725,8,68.55,564.35,0,58,3123
1,90805,33.864622,-118.179626,70,108.15,7930.55,0,41,5192
1,90806,33.802664,-118.179971,62,86.1,5215.25,0,62,5769
1,90807,33.830099,-118.182239,6,19.7,113.5,0,43,4293
1,90808,33.823943,-118.111335,14,80.9,1152.8,0,46,2563
1,90810,33.819814,-118.222416,22,84.15,1821.95,0,32,3549
1,90813,33.781086,-118.199049,22,20.15,419.9,0,72,2173
1,90814,33.771612,-118.143866,16,64.25,1024.0,0,77,5511
1,90815,33.797638,-118.11662,10,25.7,251.6,0,8,3611
1,90822,33.778436,-118.118648,13,56.0,764.55,0,22,5156
1,91006,34.137319,-118.029837,2,69.7,135.2,0,43,3056
1,91007,34.128284,-118.047732,53,73.9,3958.25,0,55,5644
1,91010,34.145695,-117.95982,11,20.6,233.9,0,29,4047
1,91011,34.234912,-118.153729,69,19.9,1363.45,0,54,5570
1,91020,34.2112,-118.230625,72,89.05,6254.45,0,54,6212
1,91030,34.110444,-118.156957,16,20.4,321.4,0,62,3990
1,91040,34.282704,-118.312929,43,84.25,3539.25,0,51,4382
1,91101,34.146635,-118.139225,14,81.95,1181.75,0,52,2564
1,91104,34.165383,-118.123752,32,20.55,654.55,0,77,5358
1,91105,34.13946,-118.166649,34,24.7,780.2,0,72,3421
1,91108,34.122671,-118.112911,15,105.35,1559.25,0,66,2721
1,91201,34.17051,-118.289463,61,20.55,1252.0,0,42,5110
1,91203,34.153338,-118.262974,1,45.3,45.3,0,48,3575
1,91205,34.13658,-118.245839,33,74.75,2453.3,0,26,5344
1,91208,34.195386,-118.238508,20,51.8,1023.85,0,24,2764
1,91214,34.239636,-118.245259,3,30.4,82.15,0,55,3108
1,91301,34.129058,-118.759788,13,19.65,244.8,0,49,2024
1,91302,34.130861,-118.68346,40,56.6,2379.1,0,72,3359
1,91303,34.19829,-118.602203,43,71.9,3173.35,0,23,4106
1,91306,34.209532,-118.577563,69,19.75,1375.4,0,72,5325
1,91307,34.199787,-118.68493,72,109.7,8129.3,0,74,5945
1,91311,34.294142,-118.603883,59,19.3,1192.7,0,28,4149
1,91316,34.150354,-118.518292,20,96.55,1901.65,0,36,4382
1,91320,34.172071,-118.946262,24,24.1,587.4,0,26,4634
1,91321,34.370378,-118.504118,59,111.35,6519.75,0,62,6047
1,91324,34.238208,-118.55029,72,112.25,8041.65,0,55,4099
1,91325,34.236683,-118.517588,1,20.75,20.75,0,25,3358
1,91326,34.281911,-118.556218,27,101.9,2681.15,0,69,3795
1,91331,34.255442,-118.421314,14,80.05,1112.3,0,53,4400
1,91335,34.200175,-118.540958,71,105.55,7405.5,0,63,5010
1,91340,34.286131,-118.435969,13,78.3,1033.95,0,26,5566
1,91342,34.321621,-118.399841,44,68.85,2958.95,0,51,2053
1,91343,34.238802,-118.482296,33,79.95,2684.85,0,52,3118
1,91344,34.291273,-118.505104,72,55.45,4179.2,0,32,4556
1,91351,34.422519,-118.420717,64,102.45,6654.1,0,58,6398
1,91354,34.457005,-118.573726,1,25.25,25.25,0,73,5858
1,91355,34.43987,-118.644609,61,19.75,1124.2,0,76,5411
1,91356,34.157137,-118.548511,29,20.0,540.05,0,34,3800
1,91360,34.214054,-118.88109,23,86.8,1975.85,0,38,5788
1,91361,34.130992,-118.894673,57,58.75,3437.45,0,38,4115
1,91362,34.191842,-118.822796,72,45.25,3139.8,0,22,5041
1,91364,34.153733,-118.593408,66,56.6,3789.2,0,77,5500
1,91367,34.178068,-118.615714,65,84.2,5324.5,0,33,5256
1,91377,34.19225,-118.776874,8,80.0,624.6,0,22,2165
1,91384,34.506627,-118.699048,71,24.75,1836.9,0,51,4642
1,91401,34.178483,-118.431791,1,20.2,20.2,0,21,4160
1,91403,34.147149,-118.463365,12,19.35,219.35,0,57,4451
1,91405,34.202494,-118.448048,24,50.6,1288.75,0,32,4806
1,91406,34.195685,-118.490752,31,81.15,2545.75,0,54,5643
1,91423,34.146957,-118.432138,30,89.9,2723.15,0,33,3233
1,91436,34.152875,-118.486056,47,85.3,4107.25,0,30,5698
1,91501,34.188339,-118.300942,54,108.0,5760.65,0,73,6370
1,91502,34.177267,-118.31003,50,93.5,4747.5,0,70,6367
1,91505,34.174215,-118.345928,72,20.25,1566.9,0,49,5733
1,91506,34.169706,-118.323548,29,25.15,702.0,0,46,5491
1,91602,34.15136,-118.364786,10,29.6,299.05,0,62,3180
1,91604,34.139082,-118.39275,18,73.15,1305.95,0,73,4283
1,91606,34.187599,-118.387125,16,19.75,284.35,0,53,4272
1,91607,34.165783,-118.399795,72,86.6,6350.5,0,37,4530
1,91701,34.132275,-117.611478,72,109.2,7878.3,0,26,4551
1,91702,34.174493,-117.87068,41,74.7,3187.65,0,56,5246
1,91706,34.098275,-117.967399,65,94.4,6126.15,0,7,5348
1,91709,33.942895,-117.725644,13,54.8,731.3,0,7,5557
1,91710,33.990646,-117.663025,4,75.35,273.4,0,40,4033
1,91711,34.127621,-117.717863,41,65.0,2531.8,0,57,5043
1,91724,34.08111,-117.853935,42,99.0,4298.45,0,46,2887
1,91730,34.10097,-117.57882,51,93.5,4619.55,0,68,5561
1,91733,34.04622,-118.053753,32,83.7,2633.3,0,71,3945
1,91737,34.245289,-117.642503,10,19.85,193.05,0,58,3768
1,91739,34.133809,-117.523724,67,59.55,4103.9,0,56,4478
1,91740,34.119363,-117.855059,61,115.1,7008.15,0,38,6090
1,91741,34.14649,-117.849815,50,114.35,5791.1,0,33,5068
1,91745,33.998471,-117.973758,29,45.0,1228.65,0,50,3094
1,91750,34.144703,-117.770299,57,89.85,4925.35,0,36,4429
1,91752,33.999992,-117.535395,31,49.85,1520.1,0,67,2539
1,91754,34.050322,-118.147037,45,113.3,5032.25,0,61,4885
1,91755,34.049172,-118.115022,61,88.1,5526.75,0,40,5152
1,91759,34.231318,-117.662032,50,24.9,1195.25,0,68,4297
1,91761,34.035602,-117.591528,19,105.0,2007.25,0,59,3524
1,91763,34.072121,-117.698319,71,24.25,1732.95,0,59,5409
1,91765,33.992416,-117.807874,57,59.75,3450.15,0,68,4012
1,91767,34.083086,-117.737997,20,107.05,2172.05,0,65,5328
1,91775,34.114772,-118.089431,21,64.95,1339.8,0,23,4604
1,91776,34.089927,-118.095645,14,55.0,771.95,0,23,4900
1,91780,34.101608,-118.055848,5,50.55,244.75,0,54,2739
1,91784,34.141146,-117.655583,6,55.15,322.9,0,42,5377
1,91786,34.105493,-117.660934,10,51.2,498.25,0,47,5765
1,91789,34.018354,-117.85492,1,25.4,25.4,0,38,4556
1,91790,34.066964,-117.937007,68,54.45,3687.75,0,24,5310
1,91792,34.024405,-117.898722,22,76.0,1783.6,0,41,2031
1,91801,34.090925,-118.128164,20,44.35,927.15,0,59,3460
1,91906,32.673483,-116.472863,35,61.2,2021.2,0,70,2075
1,91910,32.636792,-117.054989,23,86.8,1940.8,0,54,3200
1,91911,32.607964,-117.059459,6,89.35,567.8,0,75,2578
1,91913,32.64164,-116.985026,12,19.7,220.35,0,71,5715
1,91914,32.688506,-116.938632,1,20.25,20.25,0,57,5384
1,91915,32.605012,-116.97595,71,76.05,5436.45,0,26,5841
1,91916,32.912664,-116.635387,35,100.8,3437.5,0,38,3318
1,91917,32.622999,-116.687855,40,74.55,3015.75,0,64,3718
1,91932,32.579134,-117.119009,23,64.9,1509.8,0,50,3314
1,91935,32.695681,-116.798386,4,90.4,356.65,0,35,3314
1,91941,32.759327,-116.99726,68,60.3,4109.0,0,24,4864
1,91942,32.782501,-117.01611,38,81.85,3141.7,0,55,3571
1,91945,32.733564,-117.033713,52,24.8,1229.1,0,76,5320
1,91950,32.67102,-117.095235,29,75.55,2054.4,0,44,5625
1,91962,32.800671,-116.483363,38,101.15,3741.85,0,78,4036
1,91963,32.619465,-116.593605,48,78.75,3682.45,0,69,2257
1,91977,32.726627,-116.994608,1,19.25,19.25,0,66,4745
1,91978,32.730264,-116.950963,22,89.05,1886.25,0,75,5479
1,91980,32.587557,-116.636816,43,115.05,4895.1,0,57,4115
1,92003,33.290907,-117.202895,5,69.35,341.6,0,41,5437
1,92007,33.015866,-117.272254,51,110.05,5686.4,0,56,5604
1,92008,33.148116,-117.306043,71,19.9,1355.1,0,28,5308
1,92019,32.785165,-116.862648,35,91.5,3236.35,0,78,3617
1,92021,32.832706,-116.873258,72,60.0,4264.0,0,43,5471
1,92024,33.054579,-117.25665,1,44.8,44.8,0,31,2269
1,92025,33.081478,-117.033814,9,48.6,422.3,0,46,4562
1,92026,33.21846,-117.116916,69,60.05,4176.7,0,22,5388
1,92027,33.141265,-116.967221,52,102.7,5138.1,0,63,4044
1,92028,33.362575,-117.299644,11,82.9,880.05,0,21,4413
1,92036,32.980678,-116.262854,28,35.9,973.65,0,34,5444
1,92037,32.853743,-117.25034,17,82.65,1470.05,0,26,3754
1,92040,32.909873,-116.906774,35,19.85,739.35,0,46,4177
1,92054,33.351059,-117.420557,8,19.2,161.95,0,40,5272
1,92056,33.194742,-117.29032,46,94.9,4422.95,0,50,5316
1,92064,32.984395,-117.013454,68,88.15,6148.45,0,46,5531
1,92065,33.044541,-116.833922,36,94.8,3565.65,0,22,2807
1,92067,33.012751,-117.200617,32,54.65,1830.1,0,56,4045
1,92069,33.162624,-117.170863,71,85.75,6223.8,0,57,4487
1,92070,33.174725,-116.743329,66,67.45,4508.65,0,26,4172
1,92071,32.847336,-116.997605,63,20.5,1328.15,0,28,5997
1,92075,33.001813,-117.263628,41,20.25,865.0,0,25,3972
1,92078,33.119028,-117.166036,1,72.1,72.1,0,50,4432
1,92083,33.17494,-117.242761,70,19.45,1303.5,0,57,5540
1,92084,33.22784,-117.200024,23,44.95,996.85,0,65,3248
1,92086,33.323705,-116.626907,64,97.0,6430.9,0,68,4053
1,92091,32.99356,-117.207121,37,62.8,2278.75,0,66,5229
1,92101,32.72523,-117.171346,17,44.6,681.4,0,67,2130
1,92102,32.716007,-117.117462,7,89.15,574.35,0,25,2415
1,92106,32.71346,-117.236378,16,54.1,889.0,0,38,2276
1,92107,32.741852,-117.243453,64,105.25,6823.4,0,72,5682
1,92109,32.787836,-117.232376,42,97.1,4016.75,0,71,2170
1,92110,32.76501,-117.19938,5,20.2,83.75,0,58,5169
1,92111,32.805518,-117.169052,41,98.8,3959.15,0,69,5584
1,92113,32.697098,-117.116587,58,50.3,2878.55,0,30,5232
1,92114,32.707892,-117.05512,47,20.55,945.7,0,53,5404
1,92115,32.762506,-117.07245,18,75.9,1373.05,0,62,4668
1,92117,32.825086,-117.199424,23,59.95,1406.0,0,42,5379
1,92118,32.68674,-117.186612,1,19.15,19.15,0,51,2577
1,92119,32.802959,-117.027095,71,98.65,6962.85,0,28,5101
1,92120,32.807867,-117.060993,72,112.6,8126.65,0,70,6486
1,92121,32.898613,-117.202937,33,20.6,690.25,0,52,5212
1,92123,32.808814,-117.134694,24,35.75,830.8,0,64,5531
1,92124,32.827238,-117.089287,56,99.75,5608.4,0,68,5926
1,92126,32.886925,-117.152162,37,96.1,3646.8,0,75,2640
1,92127,33.017518,-117.118456,43,85.1,3662.25,0,5,2319
1,92128,33.000269,-117.072093,1,25.35,25.35,0,51,4193
1,92130,32.957195,-117.202542,61,89.65,5308.7,0,48,6149
1,92131,32.89325,-117.087091,17,86.75,1410.25,0,29,5863
1,92139,32.677716,-117.047666,41,86.2,3339.05,0,62,5325
1,92173,32.555828,-117.040073,72,64.8,4732.35,0,68,4886
1,92203,33.752938,-116.230055,48,108.1,5067.45,0,76,5994
1,92220,33.936298,-116.849577,42,54.75,2348.45,0,62,3179
1,92223,33.946982,-116.977672,44,90.4,4063.0,0,63,4751
1,92225,33.674583,-114.71612,1,44.0,44.0,0,29,4020
1,92227,33.03933,-115.191857,27,95.6,2595.25,0,21,2026
1,92230,33.929812,-116.76058,27,84.8,2309.55,0,75,5352
1,92231,32.690654,-115.431225,2,44.3,89.3,0,44,3805
1,92233,33.143826,-115.497485,19,19.9,367.55,0,21,3245
1,92234,33.829583,-116.474131,42,95.05,3944.5,0,34,2677
1,92236,33.680031,-116.171678,66,90.05,5965.95,0,74,5813
1,92239,33.889605,-115.257009,33,109.9,3694.7,0,59,5655
1,92241,33.832799,-116.250973,33,54.6,1803.7,0,30,5322
1,92242,34.137742,-114.36514,23,20.05,415.1,0,9,3742
1,92243,32.770393,-115.60915,32,19.75,624.15,0,46,4691
1,92249,32.730583,-115.501083,11,20.05,237.7,0,48,5355
1,92251,32.858595,-115.662709,68,55.9,3848.8,0,77,5160
1,92252,34.167236,-116.281511,20,19.7,419.4,0,56,2120
1,92253,33.695532,-116.310571,72,19.8,1468.75,0,9,5368
1,92254,33.543835,-115.993906,60,95.4,5812.0,0,46,4149
1,92256,34.097863,-116.594561,32,93.95,2861.45,0,62,2844
1,92260,33.694501,-116.412711,46,24.45,1066.15,0,76,2438
1,92262,33.839989,-116.659215,29,74.95,2149.05,0,80,3483
1,92264,33.745746,-116.514215,51,87.35,4473.0,0,28,4899
1,92266,33.3249,-114.758334,48,70.65,3545.05,0,71,5523
1,92267,34.273872,-114.192901,16,73.25,1195.75,0,22,3624
1,92268,34.201108,-116.593456,70,98.7,6858.9,0,57,5582
1,92270,33.763678,-116.429928,40,24.8,1024.7,0,72,3021
1,92275,33.28156,-115.955541,5,24.3,132.25,0,20,3181
1,92276,33.849263,-116.382778,7,69.85,515.45,0,51,5501
1,92277,34.17211,-115.769773,29,100.55,2830.45,0,77,3055
1,92278,34.457829,-116.139589,44,25.7,1110.5,0,80,3037
1,92280,34.264124,-114.717964,10,40.7,449.3,0,26,2164
1,92281,33.03679,-115.60503,55,51.65,2838.55,0,24,4763
1,92282,33.972293,-116.654195,52,105.1,5376.4,0,47,4621
1,92283,32.852947,-114.850784,10,85.95,858.6,0,20,4922
1,92284,34.159534,-116.425984,18,75.6,1395.05,0,78,4030
1,92285,34.341737,-116.539416,68,58.25,3975.7,0,74,4620
1,92304,34.559882,-115.637164,72,65.2,4784.45,0,27,5092
1,92305,34.1678,-116.86433,2,53.45,119.5,0,25,3477
1,92308,34.424926,-117.184503,41,19.75,899.45,0,53,2011
1,92309,35.28952,-116.092214,26,44.45,1183.8,0,26,3080
1,92310,35.349241,-116.770281,36,20.85,720.05,0,78,5744
1,92311,34.965648,-117.001509,72,114.05,8468.2,0,39,4842
1,92313,34.029175,-117.307211,35,89.85,3161.2,0,78,4945
1,92314,34.278967,-116.773825,1,55.05,55.05,0,32,2962
1,92315,34.242058,-116.89802,16,112.95,1882.55,0,70,2683
1,92316,34.059722,-117.39104,49,101.55,5070.4,0,22,5348
1,92320,33.982787,-117.057627,54,114.65,6049.5,0,67,4488
1,92321,34.255203,-117.175654,18,64.8,1166.7,0,37,2466
1,92324,34.030915,-117.273201,36,80.4,2937.65,0,35,5544
1,92328,36.27688,-117.033326,52,25.05,1270.25,0,42,5674
1,92332,34.9436,-115.287901,8,94.75,759.55,0,44,5505
1,92333,34.274846,-116.937581,72,105.5,7611.55,0,25,5534
1,92335,34.087558,-117.464096,64,24.7,1642.75,0,32,5655
1,92336,34.136367,-117.460803,22,69.75,1545.4,0,32,3509
1,92337,34.049671,-117.468896,60,60.2,3582.4,0,76,5359
1,92339,34.067699,-116.903891,61,24.4,1417.9,0,23,4900
1,92341,34.244411,-117.072654,24,104.15,2494.65,0,61,5813
1,92342,34.757783,-117.33997,28,92.9,2768.35,0,51,2037
1,92345,34.361387,-117.337509,30,80.8,2369.3,0,46,4274
1,92346,34.129677,-117.154277,2,20.0,38.0,0,77,4823
1,92347,34.983808,-117.239306,1,75.1,75.1,0,28,4120
1,92352,34.2565,-117.19335,6,19.65,100.9,0,34,2231
1,92354,34.049315,-117.255974,24,69.45,1614.05,0,35,4208
1,92359,34.103578,-117.04054,72,116.05,8404.9,0,64,4404
1,92363,34.711224,-114.702256,70,40.05,2799.75,0,57,5055
1,92364,35.478736,-115.516984,64,102.1,6538.45,0,28,6270
1,92365,34.89326,-116.505958,72,89.7,6588.95,0,76,6016
1,92368,34.647959,-117.296957,44,19.9,868.1,0,63,2809
1,92372,34.459322,-117.629729,17,20.65,330.6,0,40,4086
1,92374,34.064073,-117.166158,9,70.05,564.4,0,69,4900
1,92376,34.109775,-117.378904,24,53.6,1315.35,0,47,2977
1,92384,35.924252,-116.188668,35,76.05,2747.2,0,38,5479
1,92386,34.243088,-116.830015,7,75.7,554.05,0,37,2950
1,92394,34.567058,-117.362329,11,19.65,225.75,0,33,3372
1,92398,35.013299,-116.834092,20,81.45,1671.6,0,27,2416
1,92399,34.04597,-117.011825,72,108.5,8003.8,0,56,6288
1,92404,34.183286,-117.221722,72,84.5,6130.85,0,50,6202
1,92405,34.142747,-117.300864,15,100.15,1415.0,0,65,2565
1,92407,34.250069,-117.393949,72,88.6,6201.95,0,52,5842
1,92408,34.084909,-117.258107,0,52.55,,0,36,2578
1,92411,34.122501,-117.320138,63,104.8,6597.25,0,20,4046
1,92501,33.994676,-117.372498,2,59.0,114.15,0,33,5810
1,92504,33.9108,-117.398153,61,64.05,3902.6,0,29,4001
1,92505,33.920907,-117.489426,1,20.4,20.4,0,46,2968
1,92507,33.976328,-117.319786,28,60.9,1785.65,0,76,3851
1,92508,33.885499,-117.324959,70,19.8,1397.65,0,30,4500
1,92530,33.655421,-117.391751,34,116.25,3899.05,0,22,4022
1,92532,33.705836,-117.318204,71,80.7,5676.0,0,54,4583
1,92536,33.482243,-116.827173,70,65.2,4543.15,0,20,6316
1,92539,33.527605,-116.666551,52,84.05,4326.8,0,48,6099
1,92543,33.739415,-116.968339,69,79.45,5502.55,0,28,5189
1,92545,33.734933,-117.044145,11,78.0,851.8,0,23,4886
1,92551,33.88274,-117.224878,1,19.85,19.85,0,51,4905
1,92553,33.923149,-117.244933,20,94.3,1818.3,0,32,2574
1,92555,33.907361,-117.109972,61,106.45,6300.15,0,65,4842
1,92561,33.638645,-116.55783,56,105.45,5916.95,0,55,4212
1,92562,33.548869,-117.334165,30,95.0,2852.4,0,64,3597
1,92567,33.82769,-117.102244,28,54.3,1546.3,0,30,5271
1,92570,33.787298,-117.320676,5,70.05,302.6,0,24,2064
1,92582,33.806708,-117.02007,12,20.05,265.45,0,56,4996
1,92583,33.796568,-116.924723,67,105.4,6989.45,0,45,5666
1,92584,33.653338,-117.178271,29,51.6,1442.0,0,39,5495
1,92585,33.739412,-117.173334,55,85.5,4713.4,0,20,6411
1,92590,33.475493,-117.219551,52,91.25,4738.3,0,29,4770
1,92591,33.540604,-117.10909,72,115.75,8399.15,0,60,5168
1,92592,33.507255,-117.029473,58,94.7,5430.35,0,49,5653
1,92595,33.617108,-117.253349,35,19.6,686.95,0,20,3764
1,92596,33.657433,-117.04254,56,99.9,5706.3,0,45,5840
1,92602,33.720359,-117.733655,24,21.1,490.65,0,46,4368
1,92604,33.688546,-117.788091,70,20.05,1360.25,0,64,4485
1,92606,33.703976,-117.824172,2,79.95,174.45,0,44,5213
1,92610,33.698728,-117.67768,68,107.15,7379.8,0,66,4324
1,92614,33.680302,-117.833296,12,89.55,1021.75,0,79,2325
1,92618,33.667145,-117.732135,63,81.55,5029.05,0,41,4980
1,92620,33.716136,-117.752574,33,58.45,1955.4,0,21,4276
1,92624,33.458754,-117.665104,69,95.65,6744.2,0,45,5251
1,92625,33.600987,-117.862734,60,80.6,4946.7,0,52,5667
1,92626,33.678591,-117.905471,72,113.1,8248.5,0,23,5308
1,92627,33.645672,-117.922613,11,58.95,601.6,0,21,3880
1,92629,33.477923,-117.705314,1,19.55,19.55,0,80,3968
1,92647,33.723579,-118.005441,34,78.95,2647.2,0,43,2074
1,92649,33.721917,-118.043237,65,105.05,6744.25,0,73,5742
1,92651,33.570023,-117.773669,50,101.9,5265.5,0,25,4184
1,92653,33.606899,-117.717854,15,19.75,311.6,0,29,4123
1,92655,33.744439,-117.98588,72,110.3,7966.9,0,73,5780
1,92656,33.571259,-117.731917,72,115.6,8220.4,0,65,5633
1,92657,33.603282,-117.821841,55,19.35,1153.25,0,49,5248
1,92660,33.634626,-117.874882,23,25.6,514.75,0,78,5939
1,92662,33.606336,-117.893042,56,68.75,3808.0,0,64,6198
1,92663,33.62251,-117.927024,1,19.9,19.9,0,49,2010
1,92672,33.429488,-117.609432,38,70.6,2708.2,0,67,4993
1,92673,33.4725,-117.584273,11,70.2,760.05,0,34,2535
1,92675,33.521447,-117.602555,1,49.3,49.3,0,45,4209
1,92676,33.782346,-117.635263,56,107.25,6033.3,0,70,5800
1,92677,33.529047,-117.701175,3,23.6,89.05,0,27,5587
1,92679,33.631119,-117.567346,7,69.7,516.15,0,50,4326
1,92683,33.752591,-117.993661,59,99.5,5861.75,0,35,4583
1,92688,33.624654,-117.611733,7,64.3,445.95,0,40,4010
1,92691,33.611945,-117.665867,71,70.85,4973.4,0,25,5328
1,92692,33.60693,-117.644253,15,101.9,1667.25,0,28,3707
1,92694,33.569186,-117.640055,71,73.5,5357.75,0,31,5431
1,92703,33.748635,-117.906125,11,40.4,422.6,0,62,2133
1,92704,33.719869,-117.907063,60,19.25,1103.25,0,52,6134
1,92705,33.766004,-117.786763,47,59.6,2754.0,0,33,3155
1,92706,33.765893,-117.881533,11,64.9,697.25,0,49,3206
1,92708,33.712036,-117.950113,28,110.85,3204.4,0,58,3906
1,92780,33.735802,-117.818805,61,81.05,4747.65,0,20,4072
1,92782,33.738543,-117.785046,31,98.05,3082.1,0,80,4524
1,92801,33.844983,-117.952151,9,70.5,597.9,0,37,3198
1,92802,33.807864,-117.923782,35,94.55,3365.4,0,69,2631
1,92804,33.818,-117.974404,2,19.65,38.8,0,65,3007
1,92808,33.850452,-117.726668,1,19.0,19.0,0,44,2400
1,92821,33.930199,-117.862898,3,20.0,61.7,0,21,5575
1,92831,33.879983,-117.895482,52,63.25,3342.45,0,43,6471
1,92832,33.868316,-117.929029,5,20.1,85.1,0,42,2894
1,92833,33.877639,-117.961212,72,99.15,7422.1,0,46,5152
1,92835,33.902211,-117.914922,71,90.4,6668.05,0,40,5633
1,92840,33.787165,-117.931889,72,111.9,8071.05,0,80,6437
1,92841,33.786738,-117.982564,46,24.9,1174.8,0,41,2026
1,92843,33.764018,-117.931507,63,83.5,5435.0,0,75,4652
1,92844,33.766476,-117.969795,30,84.3,2438.6,0,66,5393
1,92845,33.782955,-118.026456,1,45.6,45.6,0,50,2352
1,92861,33.817473,-117.810462,16,54.85,916.15,0,40,2136
1,92865,33.828779,-117.848299,4,65.55,237.2,0,46,5707
1,92866,33.784597,-117.844535,51,90.35,4614.55,0,26,4965
1,92867,33.81859,-117.821288,65,20.4,1414.45,0,80,5368
1,92868,33.787796,-117.875928,16,74.55,1170.5,0,70,2893
1,92869,33.792791,-117.789749,2,19.95,47.7,0,61,3488
1,92870,33.881158,-117.854783,66,74.25,4859.25,0,45,4395
1,92879,33.893823,-117.531446,46,108.65,4903.2,0,25,4210
