Count,Zip Code,Latitude,Longitude,Tenure Months,Monthly Charges,Churn Value,Churn Score,CLTV
1,93528,35.363339,-117.637641,2,65.7,1,96,4265
1,93531,35.214982,-118.59049,1,70.5,1,90,4123
1,93532,34.659579,-118.584212,10,94.85,1,97,3074
1,93535,34.712708,-117.889656,1,19.75,1,100,4851
1,93550,34.536232,-118.082935,14,65.45,1,90,2881
1,93551,34.613476,-118.256358,58,98.7,1,91,4662
1,93555,35.603913,-117.67828,22,67.5,1,76,3378
1,93562,35.74837,-117.384948,1,69.6,1,79,2412
1,93563,34.39583,-117.734568,49,84.35,1,73,6452
1,93591,34.598221,-117.79593,68,100.2,1,70,4481
1,93601,37.375816,-119.739935,1,78.05,1,98,3458
1,93605,37.17277,-119.2997,7,73.6,1,87,2679
1,93606,36.798882,-120.019511,9,74.75,1,82,5003
1,93618,36.523619,-119.386868,1,20.2,1,81,5355
1,93627,36.520537,-120.118055,24,93.55,1,100,4937
1,93631,36.478239,-119.52137,2,25.05,1,77,4810
1,93648,36.622237,-119.521126,27,95.55,1,75,2999
1,93657,36.819628,-119.440414,57,39.3,1,66,4917
1,93664,37.223,-119.001021,1,20.25,1,85,2783
1,93665,36.959731,-120.653519,13,23.9,1,82,2967
1,93675,36.719141,-119.202677,1,85.45,1,95,4931
1,93702,36.739385,-119.753649,63,99.9,1,71,4776
1,93705,36.78724,-119.827813,25,84.8,1,70,4203
1,93711,36.833002,-119.82947,35,75.2,1,94,4639
1,93722,36.78979,-119.929894,71,49.35,1,95,4879
1,93901,36.64152,-121.622188,6,74.9,1,87,4160
1,93933,36.689582,-121.758398,15,101.25,1,85,3968
1,93950,36.618337,-121.926417,9,18.95,1,78,5403
1,93955,36.625114,-121.823565,37,28.6,1,82,4429
1,94014,37.691561,-122.445202,2,24.35,1,72,3278
1,94019,37.45567,-122.407992,29,98.65,1,93,4235
1,94021,37.266388,-122.26308,5,79.9,1,90,4324
1,94027,37.454924,-122.203168,28,103.3,1,78,4136
1,94030,37.601248,-122.403099,11,96.2,1,92,3101
1,94062,37.410567,-122.297152,55,104.15,1,86,4369
1,94104,37.791222,-122.402241,24,102.95,1,66,5245
1,94105,37.789168,-122.395009,1,90.6,1,92,2540
1,94107,37.768881,-122.395521,6,50.8,1,88,4713
1,94108,37.791998,-122.408653,4,90.05,1,98,3212
1,94123,37.800254,-122.436975,3,75.85,1,79,4062
1,94127,37.736535,-122.45732,1,68.5,1,89,5753
1,94130,37.820894,-122.369725,11,73.5,1,75,4509
1,94132,37.722302,-122.491129,1,69.95,1,65,5341
1,94304,37.386978,-122.177746,5,70.05,1,84,4944
1,94401,37.590421,-122.306467,8,94.0,1,71,2632
1,94402,37.556634,-122.317723,22,61.15,1,87,4626
1,94514,37.83323,-121.601461,29,84.45,1,99,2651
1,94515,38.629618,-122.593216,13,75.3,1,89,4800
1,94519,37.990118,-122.012188,43,109.55,1,69,5863
1,94520,38.013825,-122.039144,3,19.6,1,81,5000
1,94525,38.049292,-122.228415,2,66.4,1,87,4522
1,94533,38.287136,-122.02711,66,100.05,1,72,4512
1,94535,38.265899,-121.939461,62,102.0,1,87,5090
1,94539,37.516791,-121.899117,17,90.2,1,91,2026
1,94544,37.639215,-122.037554,56,25.15,1,79,6484
1,94545,37.62984,-122.120843,31,79.85,1,67,2554
1,94549,37.907777,-122.127161,2,49.6,1,78,3599
1,94564,37.996462,-122.293716,66,105.95,1,86,6117
1,94565,38.006047,-121.916834,3,91.85,1,91,2704
1,94567,38.672708,-122.403219,1,40.1,1,93,5434
1,94569,38.035707,-122.196821,31,73.9,1,75,2560
1,94571,38.148862,-121.737696,14,89.8,1,81,4107
1,94576,38.554383,-122.474773,35,72.25,1,83,5898
1,94590,38.104705,-122.247387,37,96.55,1,81,4448
1,94596,37.900662,-122.052782,7,40.1,1,68,4414
1,94601,37.776523,-122.219268,24,101.25,1,87,4287
1,94602,37.803883,-122.208417,1,79.55,1,81,5082
1,94611,37.828416,-122.216005,32,84.05,1,68,3553
1,94619,37.787186,-122.14633,1,89.1,1,79,2905
1,94703,37.863843,-122.275684,17,94.4,1,66,4103
1,94704,37.871416,-122.246597,19,78.25,1,72,3666
1,94806,37.980269,-122.342635,2,44.15,1,86,5655
1,94903,38.018065,-122.546024,8,75.75,1,92,4174
1,94924,37.943087,-122.72379,1,19.1,1,84,5890
1,94925,37.924014,-122.511694,1,80.3,1,87,4138
1,94931,38.326215,-122.718742,1,74.9,1,73,5919
1,94956,38.060264,-122.830646,9,80.85,1,71,5242
1,94960,37.99272,-122.575026,3,24.75,1,69,3503
1,95006,37.171727,-122.142961,49,90.85,1,70,5651
1,95010,36.977025,-121.952864,2,79.7,1,65,3039
1,95014,37.306612,-122.080621,55,57.55,1,69,5463
1,95032,37.233034,-121.947427,21,86.5,1,72,2036
1,95035,37.441931,-121.878502,69,103.95,1,86,4283
1,95037,37.161544,-121.649371,1,25.1,1,85,5437
1,95050,37.351214,-121.952417,39,48.95,1,80,3080
1,95060,36.993451,-122.098858,6,83.55,1,91,4242
1,95110,37.34667,-121.910019,17,89.15,1,89,5082
1,95116,37.350284,-121.852855,1,70.45,1,90,3525
1,95117,37.311088,-121.961786,58,60.3,1,88,4026
1,95123,37.238758,-121.828375,1,24.75,1,96,3001
1,95127,37.375156,-121.795867,19,103.3,1,67,2349
1,95202,37.959706,-121.287669,3,78.5,1,71,3567
1,95204,37.974498,-121.319568,3,19.85,1,95,3398
1,95206,37.902422,-121.440029,3,79.9,1,97,4367
1,95209,38.044523,-121.348048,30,99.7,1,69,3548
1,95212,38.049457,-121.21653,15,58.6,1,97,2003
1,95220,38.200231,-121.235034,10,98.5,1,91,4501
1,95223,38.32153,-120.236358,1,50.45,1,69,2806
1,95226,38.233879,-120.861666,38,94.65,1,71,3498
1,95227,38.227285,-121.02789,1,100.25,1,100,5797
1,95231,37.873283,-121.292034,16,88.45,1,88,5186
1,95232,38.358464,-120.579304,1,69.85,1,97,4548
1,95233,38.184914,-120.364085,12,81.7,1,76,2850
1,95237,38.166791,-121.14207,4,79.9,1,77,4669
1,95242,38.128087,-121.4078,15,25.4,1,86,2853
1,95247,38.147852,-120.440124,41,83.75,1,71,4995
1,95254,38.192608,-120.957842,1,20.9,1,82,5421
1,95301,37.321233,-120.656354,1,69.4,1,65,2404
1,95305,37.818589,-120.256995,7,74.9,1,68,5159
1,95313,37.435664,-121.049056,42,74.15,1,94,2322
1,95322,37.147198,-121.120161,1,70.1,1,100,2007
1,95326,37.5923,-120.853288,12,78.3,1,98,3545
1,95329,37.666587,-120.411517,55,96.8,1,82,4089
1,95330,37.80821,-121.308401,17,94.4,1,66,2825
1,95338,37.526791,-119.99437,1,84.3,1,78,2172
1,95348,37.40122,-120.514191,72,92.45,1,78,5697
1,95355,37.672906,-120.946594,11,99.55,1,71,3172
1,95356,37.716186,-121.025836,8,81.25,1,72,3812
1,95358,37.612612,-121.108568,1,19.95,1,76,4860
1,95364,38.224869,-119.755729,23,99.25,1,76,5338
1,95367,37.734971,-120.954271,39,80.45,1,85,2224
1,95372,37.990574,-120.261821,9,79.35,1,93,4533
1,95374,37.316807,-120.855753,15,79.75,1,65,2813
1,95380,37.474396,-120.875917,30,100.05,1,100,4664
1,95382,37.529656,-120.854357,1,69.35,1,91,5796
1,95385,37.609095,-121.263381,3,85.8,1,89,5641
1,95386,37.669516,-120.626964,67,79.7,1,77,6289
1,95388,37.421299,-120.599587,1,50.55,1,95,3357
1,95403,38.488431,-122.752839,1,80.55,1,91,4273
1,95405,38.439696,-122.668817,12,84.5,1,84,4154
1,95409,38.468893,-122.580539,22,84.3,1,85,5313
1,95423,39.07116,-122.598542,2,67.75,1,71,2299
1,95426,38.838088,-122.73203,27,85.25,1,80,5172
1,95431,38.348884,-122.51699,10,80.05,1,76,3740
1,95432,39.108252,-123.645121,1,20.0,1,83,3657
1,95442,38.368744,-122.522642,22,48.8,1,100,2270
1,95460,39.305545,-123.743697,1,85.05,1,96,2975
1,95470,39.298065,-123.25211,21,102.8,1,100,3123
1,95476,38.25485,-122.461799,6,99.95,1,87,3722
1,95519,40.965011,-124.015255,72,117.8,1,100,4432
1,95525,40.94338,-123.831799,54,79.5,1,78,5684
1,95537,40.726949,-124.217378,3,79.65,1,87,5036
1,95546,41.163637,-123.704841,8,94.7,1,94,5811
1,95553,40.210895,-123.86,5,92.5,1,73,2810
1,95554,40.267158,-123.805913,1,19.45,1,84,2865
1,95562,40.485849,-124.163234,2,75.55,1,77,4320
1,95564,40.809636,-124.189977,1,70.0,1,85,2485
1,95567,41.950683,-124.097094,65,74.8,1,89,5207
1,95570,41.162295,-124.027381,33,104.4,1,71,3185
1,95595,40.170357,-123.417298,15,86.2,1,90,5829
1,95602,38.99003,-121.114408,30,51.2,1,79,4568
1,95612,38.384648,-121.578701,2,19.5,1,82,2484
1,95616,38.508735,-121.678813,4,74.9,1,78,2122
1,95618,38.544002,-121.685559,2,74.9,1,93,2078
1,95626,38.734997,-121.463719,25,100.25,1,74,2195
1,95628,38.652065,-121.25441,25,102.8,1,94,4969
1,95630,38.672638,-121.147403,43,100.0,1,93,4760
1,95632,38.274451,-121.259201,10,99.85,1,69,4243
1,95633,38.852544,-120.837669,2,94.2,1,79,5299
1,95636,38.636102,-120.522149,9,83.85,1,71,3723
1,95637,38.830739,-122.196202,27,88.3,1,96,2420
1,95639,38.375325,-121.507935,69,104.05,1,100,4254
1,95642,38.336216,-120.76901,22,94.7,1,72,5615
1,95650,38.809175,-121.171375,56,100.65,1,85,4803
1,95661,38.736685,-121.251984,66,80.55,1,94,4400
1,95666,38.546999,-120.271114,24,78.85,1,65,3079
1,95669,38.489273,-120.891614,1,44.45,1,65,4879
1,95686,38.157794,-121.520223,36,84.9,1,69,2455
1,95688,38.419088,-122.024568,1,20.25,1,89,2959
1,95690,38.240419,-121.587535,1,74.35,1,66,5633
1,95692,39.043387,-121.409837,1,62.05,1,86,2937
1,95715,39.23754,-120.720196,39,80.0,1,76,2704
1,95722,39.003358,-121.022539,5,104.1,1,76,3131
1,95728,39.279068,-120.414275,24,39.1,1,89,4591
1,95758,38.35363,-121.44195,2,76.5,1,80,5944
1,95776,38.694081,-121.694431,5,49.2,1,73,4336
1,95815,38.608405,-121.449942,11,23.15,1,65,5671
1,95817,38.550722,-121.457314,4,80.85,1,73,2961
1,95821,38.625096,-121.383658,1,60.1,1,88,5654
1,95823,38.475465,-121.443625,1,78.95,1,75,2038
1,95828,38.486938,-121.395805,2,45.15,1,81,2699
1,95835,38.685069,-121.543709,3,79.4,1,97,2448
1,95838,38.646096,-121.442433,44,53.95,1,100,3051
1,95842,38.687367,-121.34848,24,99.3,1,69,4811
1,95918,39.292334,-121.320597,18,80.65,1,95,3788
1,95923,40.171312,-121.120605,1,71.1,1,98,5824
1,95928,39.681488,-121.83721,65,106.25,1,69,5965
1,95934,40.080342,-120.957805,53,20.8,1,78,4166
1,95939,39.53222,-122.594879,1,94.0,1,67,4176
1,95950,39.033058,-121.895718,15,89.85,1,99,2668
1,95951,39.732767,-122.042298,4,46.0,1,97,5246
1,95953,39.258746,-121.77697,9,66.25,1,67,5515
1,95955,39.281194,-122.226568,22,90.0,1,95,4739
1,95956,39.937017,-121.058043,38,70.45,1,82,5437
1,95961,39.082568,-121.55325,53,19.75,1,66,6265
1,95966,39.473896,-121.415927,1,53.95,1,90,2771
1,95970,39.424957,-122.039307,8,105.5,1,72,5546
1,95971,39.971228,-121.041166,16,81.0,1,83,2335
1,95984,40.022184,-121.062384,1,69.8,1,96,2123
1,95987,39.117537,-122.284654,7,73.75,1,84,5638
1,95993,39.075694,-121.70606,9,54.55,1,79,4656
1,96007,40.448632,-122.306657,37,76.25,1,100,5859
1,96008,40.722733,-122.109666,5,93.9,1,92,5435
1,96011,41.096569,-121.879082,3,70.4,1,67,2491
1,96017,41.121108,-122.336613,31,91.15,1,83,5219
1,96024,40.586588,-122.903677,2,70.95,1,94,5390
1,96032,41.5837,-122.935922,37,99.5,1,92,4233
1,96039,41.831901,-123.487478,38,83.9,1,82,2157
1,96040,40.789799,-121.474529,48,117.45,1,67,5915
1,96041,40.547857,-123.187265,10,104.4,1,84,5035
1,96052,40.704293,-122.803899,8,29.4,1,85,5971
1,96064,41.759864,-122.379175,2,44.65,1,99,4655
1,96071,40.656287,-121.428965,3,25.25,1,76,2088
1,96073,40.582399,-122.195512,4,84.05,1,95,5552
1,96074,39.884395,-122.587513,37,85.7,1,86,4712
1,96075,40.343213,-121.815412,1,74.7,1,75,4692
1,96080,40.186772,-122.388361,5,90.8,1,73,5090
1,96088,40.497441,-121.827524,28,106.15,1,83,5030
1,96091,41.081847,-122.700545,30,85.35,1,73,2313
1,96093,40.759401,-122.939337,36,90.85,1,92,5692
1,96110,41.280341,-120.150381,1,35.75,1,70,3351
1,96115,41.729079,-120.225025,4,46.0,1,92,4797
1,96125,39.600599,-120.636358,17,89.4,1,96,2544
1,96130,40.559177,-120.612113,3,19.8,1,79,4323
1,96132,41.027281,-120.669427,4,50.9,1,69,5691
1,96137,40.271535,-121.018087,4,81.0,1,88,3591
1,96140,39.227434,-120.091806,26,98.35,1,99,4997
1,96142,39.061227,-120.179546,5,51.0,1,86,4630
1,96143,39.246654,-120.029273,4,91.65,1,90,2140
1,96150,38.911577,-120.106169,1,90.85,1,80,5086
1,96161,39.342498,-120.247127,1,69.4,1,84,2847
1,90001,33.973616,-118.24902,8,94.45,1,83,3676
1,90004,34.076259,-118.310715,1,20.15,1,70,4277
1,90005,34.059281,-118.30742,50,95.7,1,73,4287
1,90010,34.062125,-118.315709,26,74.95,1,76,2934
1,90011,34.00709,-118.258681,6,47.95,1,80,2240
1,90013,34.044639,-118.240413,3,63.6,1,70,3155
1,90020,34.066367,-118.309868,3,36.85,1,91,5825
1,90024,34.066303,-118.435479,1,44.1,1,70,5955
1,90027,34.127194,-118.295647,14,50.75,1,82,4883
1,90028,34.099869,-118.326843,61,104.4,1,84,4412
1,90029,34.089953,-118.294824,40,39.3,1,99,2296
1,90038,34.088017,-118.327168,58,106.45,1,82,5902
1,90041,34.137412,-118.207607,18,96.05,1,97,5581
1,90042,34.11572,-118.192754,7,75.1,1,96,5514
1,90044,33.952714,-118.292061,2,44.7,1,98,4618
1,90048,34.072945,-118.37267,19,55.0,1,73,4539
1,90056,33.987945,-118.370442,11,74.35,1,80,5075
1,90058,34.001617,-118.222274,39,104.7,1,68,2371
1,90059,33.927254,-118.249826,15,55.7,1,73,4519
1,90071,34.052917,-118.255178,5,19.85,1,99,3799
1,90221,33.885811,-118.206459,1,70.3,1,88,5963
1,90240,33.956228,-118.120993,10,85.55,1,81,3336
1,90245,33.917145,-118.401554,6,94.5,1,100,3469
1,90255,33.97803,-118.217141,16,85.35,1,66,5769
1,90260,33.88856,-118.351813,2,79.65,1,100,5082
1,90263,34.037037,-118.705803,2,79.6,1,94,4322
1,90272,34.079449,-118.548306,19,90.6,1,87,2373
1,90290,34.115192,-118.61017,1,20.2,1,98,3061
1,90291,33.991782,-118.479229,66,106.05,1,83,5602
1,90402,34.035849,-118.503508,36,99.15,1,75,4188
1,90405,34.005439,-118.477507,39,55.9,1,67,5632
1,90501,33.833699,-118.314387,21,82.35,1,90,2902
1,90502,33.833181,-118.292062,2,40.4,1,86,3620
1,90602,33.972119,-118.020188,4,75.35,1,92,2220
1,90603,33.945318,-117.992066,35,85.15,1,81,5928
1,90623,33.850504,-118.039892,33,93.8,1,76,5080
1,90703,33.8681,-118.067402,45,20.4,1,87,5398
1,90712,33.840524,-118.148403,7,94.7,1,75,3591
1,90713,33.847755,-118.112532,6,30.5,1,93,4667
1,90732,33.744119,-118.31448,3,77.0,1,96,3128
1,90740,33.75462,-118.071128,11,20.1,1,95,4500
1,90742,33.719221,-118.073596,1,75.3,1,66,2176
1,90802,33.752524,-118.210737,40,99.2,1,69,5098
1,90808,33.823943,-118.111335,47,85.5,1,68,3645
1,90810,33.819814,-118.222416,7,20.05,1,89,5595
1,90822,33.778436,-118.118648,1,70.4,1,70,4238
1,91010,34.145695,-117.95982,7,49.75,1,75,5651
1,91020,34.2112,-118.230625,15,75.3,1,99,4526
1,91030,34.110444,-118.156957,11,94.0,1,67,2120
1,91042,34.296574,-118.244839,67,118.35,1,91,6255
1,91104,34.165383,-118.123752,8,30.45,1,94,4549
1,91105,34.13946,-118.166649,44,96.1,1,87,5606
1,91107,34.159007,-118.087353,24,104.25,1,80,2104
1,91108,34.122671,-118.112911,15,80.2,1,76,4958
1,91324,34.238208,-118.55029,17,104.2,1,79,2365
1,91351,34.422519,-118.420717,1,69.65,1,78,5844
1,91355,34.43987,-118.644609,9,80.8,1,90,3890
1,91367,34.178068,-118.615714,7,80.3,1,75,3949
1,91384,34.506627,-118.699048,36,84.1,1,79,2987
1,91402,34.223768,-118.445461,3,69.35,1,98,3520
1,91411,34.17847,-118.459472,34,79.6,1,66,3980
1,91501,34.188339,-118.300942,1,36.45,1,96,5303
1,91605,34.207295,-118.400022,22,89.4,1,99,5438
1,91702,34.174493,-117.87068,47,80.35,1,95,5915
1,91731,34.079934,-118.046695,24,40.65,1,85,3843
1,91737,34.245289,-117.642503,53,60.45,1,98,5650
1,91739,34.133809,-117.523724,8,84.9,1,85,2656
1,91744,34.031441,-117.936436,2,73.55,1,97,5799
1,91745,33.998471,-117.973758,8,20.15,1,98,4785
1,91746,34.038983,-117.991372,48,34.7,1,90,5995
1,91767,34.083086,-117.737997,43,107.55,1,93,4423
1,91770,34.065108,-118.082791,16,98.75,1,87,3392
1,91775,34.114772,-118.089431,8,101.15,1,76,2750
1,91801,34.090925,-118.128164,20,88.7,1,86,4115
1,91905,32.677097,-116.304991,2,79.75,1,98,5172
1,91906,32.673483,-116.472863,27,94.55,1,89,4464
1,91914,32.688506,-116.938632,5,69.05,1,74,3368
1,91932,32.579134,-117.119009,52,96.25,1,97,4751
1,91934,32.649787,-116.2237,37,101.1,1,87,4424
1,91935,32.695681,-116.798386,69,104.7,1,71,6350
1,92004,33.200369,-116.192313,40,55.25,1,65,2810
1,92008,33.148116,-117.306043,6,90.1,1,71,5656
1,92019,32.785165,-116.862648,11,53.75,1,99,3407
1,92021,32.832706,-116.873258,6,89.3,1,100,5800
1,92028,33.362575,-117.299644,3,95.2,1,86,4176
1,92036,32.980678,-116.262854,5,45.7,1,73,3561
1,92040,32.909873,-116.906774,8,74.5,1,88,3683
1,92056,33.194742,-117.29032,1,79.65,1,71,2119
1,92071,32.847336,-116.997605,28,101.3,1,68,4994
1,92075,33.001813,-117.263628,1,80.05,1,82,2943
1,92078,33.119028,-117.166036,29,89.2,1,91,5292
1,92091,32.99356,-117.207121,19,83.65,1,88,3427
1,92105,32.741859,-117.090353,6,19.5,1,67,5579
1,92106,32.71346,-117.236378,1,51.25,1,94,2180
1,92109,32.787836,-117.232376,1,45.6,1,88,3037
1,92111,32.805518,-117.169052,6,49.65,1,88,4248
1,92121,32.898613,-117.202937,15,20.0,1,73,4672
1,92124,32.827238,-117.089287,25,34.0,1,93,5024
1,92126,32.886925,-117.152162,10,92.5,1,77,2415
1,92129,32.961064,-117.134917,13,88.35,1,81,3740
1,92130,32.957195,-117.202542,49,107.95,1,92,5785
1,92210,33.537646,-116.291089,1,74.45,1,67,4291
1,92211,33.762759,-116.324817,37,64.75,1,80,5554
1,92225,33.674583,-114.71612,26,89.8,1,71,3452
1,92236,33.680031,-116.171678,12,95.5,1,88,3538
1,92251,32.858595,-115.662709,10,29.65,1,89,5702
1,92252,34.167236,-116.281511,5,84.5,1,98,5141
1,92257,33.345825,-115.596574,18,90.7,1,89,2931
1,92262,33.839989,-116.659215,3,70.3,1,98,5165
1,92267,34.273872,-114.192901,54,103.95,1,99,6117
1,92273,32.790282,-115.689559,10,74.75,1,69,5578
1,92274,33.53604,-116.119222,1,50.8,1,68,4535
1,92280,34.264124,-114.717964,2,80.25,1,80,5055
1,92281,33.03679,-115.60503,32,78.9,1,90,5949
1,92283,32.852947,-114.850784,36,84.75,1,76,5272
1,92285,34.341737,-116.539416,53,85.45,1,90,4753
1,92305,34.1678,-116.86433,1,19.9,1,67,5441
1,92308,34.424926,-117.184503,12,99.45,1,98,2819
1,92311,34.965648,-117.001509,1,70.6,1,85,4063
1,92314,34.278967,-116.773825,5,81.0,1,96,3718
1,92316,34.059722,-117.39104,6,84.85,1,72,3420
1,92338,34.702766,-116.093376,26,89.15,1,89,4074
1,92341,34.244411,-117.072654,1,24.8,1,73,5377
1,92346,34.129677,-117.154277,64,105.65,1,98,4870
1,92365,34.89326,-116.505958,13,80.85,1,85,5964
1,92374,34.064073,-117.166158,9,89.45,1,91,4971
1,92377,34.156758,-117.404686,10,72.15,1,98,2457
1,92384,35.924252,-116.188668,2,76.4,1,100,3005
1,92397,34.358321,-117.618263,20,61.6,1,85,3866
1,92398,35.013299,-116.834092,9,79.9,1,100,4748
1,92399,34.04597,-117.011825,32,96.15,1,79,2246
1,92404,34.183286,-117.221722,70,65.3,1,85,5591
1,92411,34.122501,-117.320138,1,19.65,1,69,5717
1,92505,33.920907,-117.489426,1,84.65,1,79,4261
1,92509,34.004379,-117.447864,1,69.55,1,67,5948
1,92530,33.655421,-117.391751,13,31.05,1,97,5131
1,92536,33.482243,-116.827173,7,51.0,1,90,3736
1,92548,33.761894,-117.120868,1,44.35,1,90,4599
1,92557,33.970661,-117.255039,7,79.7,1,98,3109
1,92582,33.806708,-117.02007,54,55.0,1,84,5282
1,92583,33.796568,-116.924723,5,84.85,1,74,3305
1,92590,33.475493,-117.219551,1,73.65,1,86,5443
1,92591,33.540604,-117.10909,33,73.9,1,73,5374
1,92592,33.507255,-117.029473,55,77.75,1,79,4398
1,92620,33.716136,-117.752574,6,84.35,1,77,5721
1,92624,33.458754,-117.665104,8,84.95,1,81,4437
1,92625,33.600987,-117.862734,11,73.85,1,66,3634
1,92627,33.645672,-117.922613,49,51.8,1,67,5375
1,92629,33.477923,-117.705314,1,46.0,1,67,4531
1,92630,33.644849,-117.684254,15,79.4,1,74,3621
1,92648,33.679659,-118.016195,16,71.8,1,86,3327
1,92651,33.570023,-117.773669,44,88.4,1,99,2674
1,92660,33.634626,-117.874882,5,46.0,1,85,4846
1,92676,33.782346,-117.635263,4,51.75,1,83,3865
1,92679,33.631119,-117.567346,30,94.4,1,71,2792
1,92692,33.60693,-117.644253,1,70.15,1,96,3208
1,92805,33.830209,-117.906099,9,34.7,1,95,5352
1,92807,33.848733,-117.788357,1,81.1,1,85,2075
1,92821,33.930199,-117.862898,1,20.55,1,78,3797
1,92823,33.924143,-117.79387,61,106.6,1,68,4183
1,92833,33.877639,-117.961212,59,106.75,1,81,4508
1,92841,33.786738,-117.982564,3,89.45,1,84,3591
1,92844,33.766476,-117.969795,3,97.9,1,86,4330
1,92865,33.828779,-117.848299,1,55.7,1,79,4629
1,92868,33.787796,-117.875928,13,79.8,1,75,5067
1,92887,33.884073,-117.732197,18,39.05,1,66,2601
1,93010,34.227846,-119.079903,3,83.9,1,68,3464
1,93021,34.312945,-118.858169,1,69.85,1,68,5056
1,93030,34.223244,-119.18012,1,53.55,1,79,2326
1,93040,34.432843,-118.730106,70,93.9,1,95,6173
1,93060,34.402343,-119.094824,68,113.15,1,90,4610
1,93065,34.269449,-118.768471,26,84.95,1,75,4316
1,93066,34.297628,-119.014627,11,80.5,1,75,5119
1,93067,34.420998,-119.60137,1,19.3,1,99,4266
1,93105,34.037342,-119.80079,1,49.65,1,97,5338
1,93108,34.457541,-119.631072,46,54.35,1,83,2793
1,93110,34.437945,-119.77191,4,88.45,1,98,2456
1,93204,35.916943,-120.129921,22,90.5,1,71,5014
1,93206,35.451402,-119.488413,9,94.85,1,72,3016
1,93207,35.865795,-118.69759,7,69.95,1,90,3296
1,93212,36.04533,-119.532424,1,48.6,1,83,4207
1,93221,36.301689,-119.018233,40,55.8,1,90,4272
1,93223,36.29878,-119.201028,29,80.15,1,83,5189
1,93224,35.215731,-119.57013,3,75.5,1,79,5948
1,93235,36.385818,-119.224243,1,20.2,1,87,5394
1,93243,34.845861,-118.885163,3,74.75,1,65,3972
1,93244,36.462671,-118.997291,23,104.05,1,93,5963
1,93252,34.737031,-119.460557,13,96.65,1,65,2110
1,93254,34.956577,-119.750142,1,20.05,1,91,3491
1,93255,35.676978,-118.101378,39,103.45,1,83,4811
1,93261,35.809921,-119.127437,1,19.9,1,73,4633
1,93263,35.490705,-119.286833,14,46.35,1,76,5360
1,93266,36.175255,-119.813805,1,19.95,1,83,2051
1,93268,35.184837,-119.402525,1,79.6,1,98,2199
1,93272,36.047414,-119.344304,1,75.9,1,66,3389
1,93274,36.185471,-119.375243,1,76.2,1,83,5973
1,93277,36.303793,-119.375646,1,19.25,1,80,5437
1,93287,35.710244,-118.881679,42,84.3,1,100,2514
1,93292,36.37559,-119.211689,7,79.0,1,92,3735
1,93312,35.392599,-119.245341,1,70.25,1,89,4133
1,93401,35.233745,-120.626442,10,84.6,1,94,3320
1,93426,35.842889,-121.004862,17,24.1,1,86,4648
1,93436,34.601055,-120.382917,1,60.0,1,93,4531
1,93437,34.757477,-120.550507,8,86.55,1,80,4193
1,93440,34.758699,-120.275839,1,20.85,1,97,3817
1,93444,35.050345,-120.489599,39,50.75,1,94,4119
1,93445,35.059695,-120.604741,58,105.5,1,100,5067
1,93449,35.165668,-120.655842,6,85.15,1,90,5831
1,93463,34.624399,-120.137875,22,54.2,1,87,5102
1,93465,35.536115,-120.739231,70,109.5,1,100,4191
1,93501,35.097323,-118.171288,21,104.4,1,77,3796
1,93513,37.245505,-118.062943,71,105.1,1,66,5725
1,93518,35.358953,-118.527064,1,75.7,1,93,4884
1,93528,35.363339,-117.637641,20,90.8,1,87,2312
1,93531,35.214982,-118.59049,4,97.95,1,72,2570
1,93532,34.659579,-118.584212,32,108.15,1,69,2541
1,93536,34.741406,-118.38111,6,80.5,1,96,2181
1,93545,36.590415,-118.073839,27,104.3,1,75,3444
1,93549,36.296851,-117.865469,1,71.35,1,92,5730
1,93553,34.445239,-117.894868,13,89.4,1,75,2226
1,93603,36.64545,-118.924982,1,20.6,1,90,3618
1,93606,36.798882,-120.019511,19,99.95,1,76,3670
1,93612,36.814539,-119.711868,10,81.0,1,95,2946
1,93618,36.523619,-119.386868,13,70.15,1,85,5101
1,93628,36.807595,-118.901544,1,70.15,1,97,5773
1,93638,37.004068,-119.930027,68,96.55,1,86,5957
1,93656,36.452211,-119.94575,39,95.55,1,73,2767
1,93662,36.545322,-119.642281,1,69.65,1,82,4741
1,93664,37.223,-119.001021,1,89.3,1,85,3067
1,93668,36.635661,-120.288644,36,87.55,1,92,2558
1,93702,36.739385,-119.753649,15,96.3,1,72,2933
1,93711,36.833002,-119.82947,5,85.2,1,87,4109
1,93720,36.878709,-119.7645,13,35.1,1,79,3104
1,93726,36.793601,-119.761131,5,81.3,1,100,3819
1,93901,36.64152,-121.622188,2,19.6,1,66,2843
1,93908,36.624338,-121.615669,17,85.45,1,94,3670
1,93921,36.554618,-121.922239,1,71.0,1,89,4207
1,93925,36.596271,-121.442274,9,85.05,1,74,5095
1,93927,36.248708,-121.386617,1,44.4,1,82,4067
1,93954,36.125529,-120.864443,1,70.3,1,100,4962
1,93955,36.625114,-121.823565,1,79.35,1,77,3492
1,94010,37.57028,-122.365778,9,90.8,1,70,2578
1,94014,37.691561,-122.445202,20,70.45,1,87,4773
1,94028,37.369709,-122.215844,70,45.25,1,97,5824
1,94040,37.380662,-122.086022,3,75.8,1,93,5475
1,94061,37.461251,-122.235414,20,71.3,1,98,3684
1,94063,37.499411,-122.196318,21,69.1,1,67,3853
1,94080,37.654436,-122.426468,17,88.25,1,68,4041
1,94089,37.421633,-122.009613,2,70.0,1,81,2928
1,94104,37.791222,-122.402241,21,97.35,1,89,4321
